20 1:2327.262636 2:102.544449 3:-11.439789 4:-24.616982 5:-29.448102 6:-21.262292 7:-33.059054 8:-8.623392 9:-14.098623 10:-27.981516 11:-12.935526 12:-3.987318 13:-8.853101 14:-8.251598 15:-6.284388 16:-9.492511 17:-10.955407 18:5.828473 19:10.112642 20:8.209803 21:6.805996 22:9.226922 23:17.933265 24:18.290723 25:14.092252 26:10.001406 27:0.765189 28:-14.152716 29:-20.126596 30:-17.865790 31:-8.435537 32:7.107453 33:4.050723 34:1.782789 35:-1.281115 36:-10.053740 37:-9.749592 38:-3.436506 39:5.532929 40:11.592016 
8 1:2344.920667 2:55.746902 3:12.059865 4:23.685232 5:-27.127150 6:-35.553550 7:-7.034535 8:-3.039877 9:-31.420500 10:-18.334620 11:-11.037021 12:-17.573220 13:-4.079955 14:-3.965680 15:-8.984121 16:-2.244752 17:0.227426 18:1.145528 19:9.234510 20:12.104769 21:13.086763 22:11.737487 23:13.421168 24:26.001624 25:12.565532 26:9.886759 27:-0.783297 28:-12.376610 29:-20.372305 30:-13.808546 31:-4.829626 32:1.140297 33:5.366678 34:4.507198 35:-4.294173 36:-5.873788 37:-6.503661 38:-2.723367 39:4.603994 40:8.704850 
7 1:2395.495630 2:87.932272 3:-15.429743 4:-19.633959 5:-14.250349 6:-10.494431 7:-22.417423 8:-8.829273 9:-12.426242 10:-6.570300 11:-5.650340 12:-17.907838 13:-22.664603 14:-12.937694 15:-5.791769 16:-5.048581 17:4.637738 18:2.661038 19:-2.899317 20:-2.444010 21:3.162062 22:15.023058 23:15.097068 24:26.182901 25:27.558213 26:8.347672 27:-0.506246 28:-14.123702 29:-23.304131 30:-18.599031 31:-16.790415 32:-7.831817 33:5.887849 34:10.341307 35:4.152896 36:-1.666661 37:-4.491424 38:-1.398928 39:-0.631915 40:4.480856 
3 1:2391.679228 2:39.219877 3:4.413719 4:-0.929539 5:-20.253447 6:-25.041577 7:-24.893906 8:-23.664509 9:-22.471409 10:-2.301563 11:-21.014709 12:-8.215250 13:-13.706181 14:-18.908899 15:-20.766722 16:-4.938150 17:-5.056020 18:7.462419 19:0.050337 20:-1.368670 21:16.125739 22:13.564186 23:18.781785 24:17.904974 25:17.901874 26:6.479742 27:-1.617023 28:-8.630200 29:-18.041806 30:-6.396388 31:-0.402917 32:4.995085 33:13.607258 34:8.530817 35:-2.447466 36:-4.101390 37:-7.717160 38:0.066735 39:9.881470 40:10.528307 
16 1:2400.343731 2:65.523968 3:-14.489420 4:-11.098667 5:-5.142124 6:-21.053138 7:-16.421391 8:-11.829868 9:-17.062856 10:-3.119187 11:4.346725 12:-18.435136 13:-28.627849 14:-23.334744 15:-6.427100 16:1.617608 17:5.774903 18:-6.325416 19:-11.411679 20:0.327103 21:9.558559 22:16.674701 23:11.397057 24:26.555618 25:31.205031 26:16.745603 27:5.156153 28:-10.798527 29:-19.670035 30:-15.115115 31:-6.617245 32:0.083775 33:10.474047 34:15.698786 35:8.462145 36:-0.638712 37:-4.249798 38:-0.515815 39:6.727874 40:8.038274 
18 1:2443.375374 2:-13.067439 3:47.331886 4:-33.482457 5:-11.605929 6:-21.190440 7:-37.970200 8:-8.624417 9:-19.919128 10:-8.592832 11:-9.649369 12:-13.130276 13:-5.262387 14:-9.310543 15:-7.037252 16:-6.511828 17:-3.786303 18:4.841952 19:12.010087 20:3.135541 21:8.325398 22:13.701827 23:17.909733 24:11.939307 25:7.371653 26:0.357360 27:-2.322085 28:-11.078535 29:-15.272694 30:-14.387549 31:-1.355797 32:1.030009 33:4.556455 34:-1.432086 35:-5.379272 36:-9.100159 37:-7.765052 38:-5.030870 39:4.649752 40:5.369521 
14 1:2374.806614 2:67.753111 3:-27.083061 4:-33.112944 5:-22.700744 6:-18.224171 7:2.714993 8:8.795486 9:-16.989076 10:-18.394158 11:-9.820948 12:-18.286000 13:-24.130446 14:-23.271972 15:-19.849366 16:-3.806254 17:10.051838 18:15.951987 19:7.921497 20:1.306708 21:-3.165542 22:8.818470 23:11.227836 24:12.819110 25:16.065342 26:9.249467 27:-0.796511 28:-2.565267 29:-0.671268 30:-13.572297 31:-12.608989 32:-4.270703 33:-1.840085 34:-3.712591 35:2.582153 36:8.335528 37:4.829000 38:-1.943727 39:-4.075968 40:-3.664440 
22 1:2444.558307 2:-31.111271 3:21.121752 4:-29.339299 5:-7.451886 6:-29.420959 7:-42.248206 8:-3.352490 9:-24.854281 10:-5.846262 11:-5.932195 12:-7.289400 13:2.326314 14:-13.177716 15:-5.225448 16:-2.005968 17:-0.877518 18:3.582950 19:1.414719 20:7.932240 21:0.720231 22:13.260283 23:17.113512 24:17.227809 25:14.064646 26:5.696526 27:-1.013840 28:-10.764033 29:-15.067604 30:-11.882861 31:-9.635835 32:-3.767581 33:-2.133938 34:-3.258097 35:-1.503832 36:-1.271427 37:-3.700932 38:-3.493030 39:-3.631241 40:-0.461223 
23 1:2472.878096 2:-7.120023 3:23.555191 4:-19.420965 5:10.858800 6:-33.670544 7:-26.449780 8:-6.643057 9:-21.768887 10:-4.802244 11:-20.402966 12:-9.524869 13:-7.174912 14:-6.656937 15:-11.774202 16:-5.974172 17:-5.296586 18:-4.760738 19:-0.594407 20:5.086444 21:2.732363 22:11.345373 23:17.669018 24:23.154820 25:17.261239 26:8.485770 27:0.185860 28:-9.227665 29:-12.949055 30:-16.301396 31:-9.944412 32:-2.966789 33:2.177814 34:0.714862 35:2.628917 36:-0.754025 37:-3.797979 38:-1.372016 39:-3.524942 40:1.481740 
10 1:2379.306837 2:69.986587 3:-29.298438 4:-17.315509 5:-20.414267 6:-26.364141 7:-30.609083 8:-21.799749 9:-23.421909 10:-2.457771 11:0.141608 12:-14.489190 13:-17.593202 14:-16.575099 15:-3.972094 16:-0.054082 17:7.222427 18:5.690191 19:3.544056 20:1.668749 21:-0.911330 22:7.029837 23:17.095495 24:21.205210 25:18.913535 26:8.976864 27:2.278860 28:-8.450307 29:-13.665093 30:-14.590336 31:-10.047879 32:-2.852977 33:0.751839 34:2.047861 35:1.302533 36:-2.873267 37:-2.558863 38:-2.138641 39:-2.978980 40:-4.506588 
22 1:2437.096111 2:-29.570392 3:31.496048 4:-28.174233 5:-9.207202 6:-30.785013 7:-42.521072 8:-3.555361 9:-27.348525 10:-2.890570 11:-2.556791 12:-13.778498 13:-1.272520 14:-8.721258 15:-3.904280 16:-4.707410 17:-1.471486 18:2.414581 19:-3.183039 20:7.421551 21:4.591472 22:12.572875 23:13.478455 24:17.187196 25:15.740062 26:6.171929 27:-0.512679 28:-7.803355 29:-12.798451 30:-12.682963 31:-9.842128 32:-2.674712 33:-0.441073 34:0.104139 35:1.333724 36:-2.552881 37:-4.375220 38:-0.767231 39:-1.704834 40:-0.476287 
21 1:2383.042457 2:79.650589 3:0.347982 4:-10.560677 5:-8.281207 6:-13.348973 7:-20.538837 8:-18.020141 9:-22.715502 10:-14.572450 11:-4.514683 12:-9.212341 13:-21.730079 14:-24.068818 15:-14.388967 16:2.483889 17:-1.676336 18:-14.791798 19:-7.578056 20:-1.956161 21:5.972787 22:16.547717 23:12.727563 24:19.464171 25:28.012815 26:13.381878 27:-1.582683 28:-11.681476 29:-16.195445 30:-11.061510 31:-7.945482 32:2.327871 33:8.633274 34:11.611099 35:11.086842 36:-2.702240 37:-7.700920 38:-3.551485 39:4.718759 40:10.063915 
4 1:2371.372400 2:65.089128 3:-17.551374 4:-10.147060 5:-9.313028 6:-26.514597 7:-30.008254 8:-11.741740 9:-3.154255 10:3.745995 11:-11.341273 12:-26.774060 13:-30.047071 14:-15.783853 15:-6.485004 16:3.037115 17:7.441618 18:1.107433 19:7.807200 20:12.405010 21:11.046298 22:16.524315 23:21.374721 24:17.190995 25:12.882314 26:-1.453128 27:-11.774135 28:-14.397930 29:-9.201609 30:-5.112948 31:-1.764387 32:-3.270805 33:0.762591 34:2.426331 35:-1.106443 36:-0.128109 37:-7.349854 38:-3.483527 39:2.987764 40:5.715097 
6 1:2400.456553 2:73.485484 3:5.013617 4:-22.404501 5:-18.646763 6:-13.280981 7:-33.577707 8:-20.000473 9:-15.631192 10:-10.365858 11:0.411631 12:-14.405758 13:-13.319999 14:-13.626222 15:-8.172037 16:-9.018572 17:-7.018642 18:10.855017 19:7.577486 20:9.816279 21:16.045712 22:22.824358 23:24.885016 24:15.312116 25:7.274180 26:-3.074884 27:-2.605744 28:-6.008104 29:-15.100016 30:-7.583268 31:-1.984563 32:4.755418 33:0.545347 34:-5.148492 35:-6.916023 36:-6.723411 37:-2.684904 38:-0.356870 39:2.512285 40:1.961638 
16 1:2400.201152 2:67.108322 3:-17.448204 4:-13.568949 5:-5.588531 6:-23.147769 7:-15.068127 8:-9.218417 9:-15.443368 10:-4.213086 11:2.714214 12:-18.909682 13:-27.412532 14:-20.462582 15:-2.467895 16:0.126038 17:5.196827 18:-4.912672 19:-9.685729 20:2.761063 21:11.499549 22:16.918361 23:10.993467 24:25.058253 25:30.547737 26:16.700986 27:3.360147 28:-12.842854 29:-20.955384 30:-14.044000 31:-8.980455 32:-1.172936 33:7.958043 34:13.865049 35:7.919731 36:-1.791687 37:-4.560820 38:-1.018001 39:3.838847 40:6.452204 
1 1:2380.947048 2:89.718441 3:-6.786658 4:-10.751891 5:-19.151626 6:-17.476232 7:-26.380024 8:-14.420552 9:-16.917708 10:-4.510778 11:-6.856723 12:-22.780654 13:-25.619657 14:-24.358571 15:-11.679280 16:-1.766159 17:-0.738866 18:0.782538 19:0.184832 20:0.497819 21:0.449247 22:10.482425 23:16.192993 24:17.774678 25:23.664155 26:13.214555 27:0.788326 28:-2.643888 29:-9.442741 30:-5.374161 31:-1.465843 32:-3.194076 33:9.387913 34:11.515065 35:5.276597 36:-3.215573 37:-2.769484 38:2.541244 39:2.017699 40:4.003096 
0 1:2444.266305 2:49.438420 3:-50.467807 4:-35.929544 5:-20.980676 6:-1.240879 7:1.720846 8:-12.867653 9:-22.701234 10:-10.210825 11:-12.699301 12:-14.927214 13:-25.872592 14:-10.227013 15:-6.778807 16:2.350153 17:6.400853 18:13.796520 19:18.125850 20:13.378100 21:15.663564 22:12.728490 23:15.911711 24:17.991956 25:15.575044 26:3.255352 27:-4.776009 28:-10.686295 29:-15.376359 30:-12.807658 31:-9.427440 32:0.548374 33:2.636581 34:2.583747 35:-0.624025 36:-7.058179 37:-6.404619 38:-1.917629 39:3.684117 40:7.689481 
17 1:2408.389661 2:84.228141 3:-17.972156 4:-8.496896 5:-13.856866 6:-26.408879 7:-30.212021 8:-11.416751 9:-10.660547 10:-4.077951 11:-8.234404 12:-16.404146 13:-18.098633 14:-9.963778 15:-6.750382 16:-3.968918 17:-6.462360 18:5.013898 19:7.818122 20:4.277774 21:4.097822 22:16.007575 23:15.397890 24:17.193194 25:15.860482 26:7.873272 27:5.247132 28:-9.895323 29:-14.775865 30:-13.229628 31:-8.021943 32:0.865383 33:6.058469 34:4.986227 35:1.790549 36:-4.452775 37:-6.491897 38:-1.500591 39:7.453427 40:7.701734 
4 1:2370.770340 2:63.239612 3:-21.941363 4:-9.478112 5:-11.269457 6:-28.671224 7:-30.548082 8:-12.219432 9:-4.523865 10:4.299621 11:-12.780651 12:-27.356564 13:-29.503860 14:-15.682352 15:-6.863626 16:4.495909 17:7.235347 18:2.211535 19:8.163988 20:14.391030 21:12.962694 22:17.574210 23:23.069739 24:18.574293 25:14.075216 26:-0.348099 27:-9.686256 28:-13.253138 29:-7.956410 30:-4.295480 31:-1.228194 32:-1.759470 33:1.105644 34:3.988051 35:0.028659 36:-0.722979 37:-6.384824 38:-3.031276 39:3.452429 40:6.289291 
7 1:2405.084053 2:74.884756 3:-14.328833 4:-19.725969 5:-13.642962 6:-13.188347 7:-18.332849 8:-10.213603 9:-12.591976 10:-5.170108 11:-6.606209 12:-19.408478 13:-20.143395 14:-12.042009 15:-5.181110 16:-1.685175 17:5.840361 18:2.899541 19:-1.602699 20:-1.314852 21:4.446840 22:16.702547 23:18.050217 24:27.400811 25:28.768555 26:9.259056 27:-1.990834 28:-14.933167 29:-24.266242 30:-20.891165 31:-18.245229 32:-8.353456 33:5.703446 34:10.237892 35:4.156916 36:-2.339798 37:-5.881270 38:-2.994564 39:-1.293292 40:4.123312 
5 1:2376.301662 2:57.698323 3:-3.072214 4:-13.830121 5:-17.649478 6:-28.429982 7:-19.913014 8:-19.276854 9:-26.995087 10:-0.876057 11:9.338498 12:-10.311552 13:-24.649767 14:-20.723446 15:-0.058413 16:11.263927 17:6.702230 18:-2.503474 19:4.692557 20:7.053152 21:6.532744 22:10.735647 23:14.324226 24:23.404364 25:24.563821 26:7.953087 27:-4.870557 28:-13.570048 29:-18.244531 30:-15.724872 31:-4.910070 32:0.241552 33:3.145557 34:6.877397 35:3.442143 36:-8.649119 37:-13.697283 38:-4.368906 39:6.490455 40:8.001091 
16 1:2397.694399 2:62.546173 3:-16.874313 4:-9.921012 5:-6.181654 6:-24.437296 7:-15.263718 8:-12.041781 9:-18.306218 10:-0.570216 11:1.683836 12:-20.160405 13:-28.425133 14:-20.321639 15:-2.481879 16:3.847092 17:6.043305 18:-6.682079 19:-9.953297 20:1.525479 21:9.739978 22:17.780716 23:14.055765 24:26.978454 25:31.498179 26:17.853878 27:5.047944 28:-12.587044 29:-21.201671 30:-16.137715 31:-8.937608 32:-0.357491 33:8.154451 34:14.811185 35:9.683514 36:-0.448617 37:-4.982635 38:-1.481098 39:4.381771 40:7.523243 
19 1:2397.908617 2:28.931639 3:-12.117671 4:-4.279299 5:-30.426885 6:-20.684683 7:-35.258006 8:-22.806688 9:-18.140462 10:0.138142 11:-3.322240 12:-18.053696 13:-10.841827 14:3.006750 15:-10.687814 16:-14.392648 17:5.721620 18:7.265409 19:7.850036 20:7.907611 21:2.620704 22:22.525440 23:26.437880 24:17.382193 25:15.884923 26:5.976714 27:-0.626286 28:-14.009599 29:-19.819027 30:-18.812105 31:-10.315527 32:1.719951 33:8.230007 34:2.123480 35:-2.886511 36:-9.093069 37:-8.475673 38:-0.411897 39:7.233151 40:8.953313 
10 1:2351.699391 2:74.671809 3:-17.611602 4:-28.270626 5:-21.655643 6:-21.725820 7:-31.476307 8:-26.160710 9:-22.647526 10:-0.770427 11:0.361960 12:-17.133113 13:-16.205496 14:-16.164382 15:-3.745799 16:2.011216 17:6.888072 18:6.860172 19:4.727492 20:2.051248 21:0.229876 22:7.316076 23:17.750229 24:22.161897 25:20.384487 26:8.566646 27:2.843505 28:-8.260987 29:-13.194765 30:-13.069737 31:-11.456764 32:-0.410180 33:1.981766 34:1.166815 35:2.970265 36:-2.489389 37:-3.030229 38:-1.422653 39:-3.471949 40:-3.773261 
23 1:2432.215583 2:-10.698417 3:46.793965 4:-24.259938 5:0.804938 6:-31.254315 7:-29.414091 8:-13.594485 9:-23.490800 10:-0.379472 11:-15.488332 12:-11.682976 13:-9.573295 14:-4.491422 15:-9.921595 16:-2.271370 17:0.034780 18:-1.462385 19:2.191919 20:3.988071 21:0.932730 22:15.883413 23:21.761945 24:22.817673 25:16.756598 26:8.406601 27:-0.933654 28:-12.324480 29:-15.193834 30:-17.756048 31:-14.151778 32:-7.592459 33:1.699489 34:2.071747 35:0.195323 36:-5.983775 37:-6.977537 38:-1.371713 39:-3.923082 40:-0.138886 
3 1:2405.546043 2:36.601040 3:-0.121880 4:0.856256 5:-17.698461 6:-28.749683 7:-24.275687 8:-21.488550 9:-24.368035 10:-4.077505 11:-20.844740 12:-9.870109 13:-13.532071 14:-17.707577 15:-19.986951 16:-5.468761 17:-4.531604 18:9.407121 19:0.263821 20:0.205866 21:16.813914 22:12.546950 23:19.500378 24:20.376851 25:19.476028 26:6.775368 27:-0.829790 28:-7.528682 29:-17.232642 30:-4.096030 31:1.110023 32:6.561555 33:14.747347 34:10.381925 35:-1.086088 36:-3.650315 37:-7.041965 38:-0.157694 39:8.093407 40:9.370788 
6 1:2409.417492 2:69.520736 3:3.931426 4:-17.647248 5:-17.609461 6:-16.154150 7:-29.838397 8:-21.606281 9:-18.314736 10:-6.888543 11:-2.037436 12:-18.111999 13:-10.632093 14:-17.092227 15:-13.214409 16:-8.309336 17:-7.249140 18:5.337012 19:8.749271 20:10.013974 21:13.551448 22:22.152392 23:25.506598 24:15.786639 25:8.218768 26:-1.661061 27:-0.593166 28:-4.318268 29:-13.769786 30:-5.418042 31:-0.000178 32:7.826612 33:4.842082 34:-3.256350 35:-4.889026 36:-5.187874 37:0.105895 38:0.126067 39:3.471375 40:5.029748 
12 1:2397.012389 2:86.407879 3:-11.909121 4:-19.557175 5:-17.996806 6:-17.533663 7:-23.004268 8:-18.693970 9:-13.962416 10:-1.923027 11:-13.224708 12:-28.786698 13:-26.593177 14:-7.675335 15:-3.689523 16:-5.107698 17:7.763569 18:8.183763 19:3.351851 20:0.575842 21:6.800181 22:9.114414 23:11.295052 24:21.427040 25:15.575079 26:7.756010 27:0.278295 28:-10.020582 29:-16.918140 30:-14.906988 31:-13.449558 32:-9.356829 33:3.894787 34:7.783344 35:-1.379957 36:-7.785836 37:-8.526033 38:-2.566990 39:0.944097 40:3.505685 
2 1:2396.979222 2:10.785435 3:47.582594 4:-41.024808 5:-13.428246 6:-15.817771 7:-40.183397 8:-10.371822 9:-12.546610 10:-0.802861 11:1.072099 12:-12.958294 13:-15.874457 14:-5.285281 15:-7.306362 16:10.993450 17:-8.540067 18:12.295806 19:7.211862 20:12.001219 21:-3.498051 22:12.226714 23:20.395854 24:24.342293 25:11.063372 26:7.954742 27:1.297650 28:-5.805460 29:-16.768497 30:-15.225264 31:-11.754341 32:-2.163508 33:4.426771 34:-0.071409 35:-2.093364 36:-4.353672 37:-5.011779 38:-3.613483 39:1.936441 40:3.246189 
12 1:2402.930287 2:89.173748 3:-10.465250 4:-18.004849 5:-15.168253 6:-15.660621 7:-21.112841 8:-15.996008 9:-11.119170 10:-1.262177 11:-9.141098 12:-30.287716 13:-23.752187 14:-7.692393 15:-2.806139 16:-3.121614 17:6.259122 18:10.491802 19:2.447981 20:2.093134 21:7.884277 22:10.000128 23:12.573429 24:21.610278 25:16.862719 26:8.591086 27:-0.042092 28:-8.894743 29:-17.395037 30:-15.596849 31:-12.796158 32:-9.906731 33:4.290207 34:7.998009 35:-1.351911 36:-6.747966 37:-8.662380 38:-2.169407 39:1.233410 40:3.636018 
13 1:2415.941950 2:76.014476 3:-0.980897 4:-11.298792 5:-22.989864 6:-17.176074 7:-27.363281 8:-17.462454 9:-12.965317 10:-8.089257 11:-11.946541 12:-23.955637 13:-18.186767 14:-11.100327 15:-14.499635 16:-7.717069 17:4.895523 18:2.121914 19:1.808888 20:4.253100 21:9.291414 22:19.499771 23:19.243094 24:17.081483 25:19.775497 26:12.699070 27:-3.636225 28:-9.683797 29:-14.069140 30:-14.547554 31:-14.301365 32:-10.556165 33:3.691673 34:5.315158 35:3.669457 36:-4.634786 37:-5.331920 38:0.960732 39:4.993029 40:0.457659 
11 1:2396.379023 2:68.032629 3:-6.290701 4:-20.880237 5:-20.650350 6:-20.890815 7:-38.128422 8:-16.029879 9:-10.028628 10:-2.598423 11:2.547968 12:-15.778866 13:-18.854920 14:-6.438793 15:-12.649383 16:1.622164 17:-0.520715 18:2.340779 19:5.228186 20:-0.671515 21:9.152854 22:16.592061 23:19.774577 24:24.985246 25:17.110692 26:9.706547 27:1.355039 28:-11.688976 29:-13.492598 30:-18.484660 31:-11.929026 32:-7.024100 33:5.711360 34:9.506651 35:-0.240352 36:-7.251631 37:-6.765382 38:-0.502087 39:7.475695 40:8.300706 
17 1:2429.309448 2:67.181456 3:-0.716376 4:-14.715597 5:-14.456358 6:-20.159521 7:-36.332964 8:-7.290271 9:-12.165909 10:-4.085660 11:-7.315040 12:-17.492030 13:-15.589227 14:-14.479236 15:-4.111086 16:-7.608031 17:-4.842973 18:1.203903 19:9.747643 20:0.919295 21:4.811510 22:14.783127 23:14.120472 24:19.308333 25:13.338278 26:11.357926 27:3.565833 28:-7.277454 29:-14.180235 30:-13.591364 31:-4.584347 32:-0.725109 33:8.840185 34:5.150815 35:2.141408 36:-2.209203 37:-4.973964 38:-0.208536 39:7.985037 40:8.548288 
7 1:2408.722244 2:74.779928 3:-7.467426 4:-22.250163 5:-11.966436 6:-11.542083 7:-20.370023 8:-10.934333 9:-12.031295 10:-5.883180 11:-5.224456 12:-17.736990 13:-21.272204 14:-14.018900 15:-4.434468 16:-4.790863 17:6.139906 18:2.982127 19:-2.506984 20:-2.445211 21:4.357486 22:14.454503 23:16.661694 24:27.654662 25:26.697590 26:11.241601 27:-1.442026 28:-14.249941 29:-22.494316 30:-19.496890 31:-17.220585 32:-6.790129 33:6.155170 34:10.622309 35:5.109629 36:-2.339546 37:-4.324612 38:-1.805128 39:-0.186607 40:4.297141 
17 1:2415.324701 2:78.483124 3:-10.302143 4:-12.719660 5:-14.679828 6:-24.202877 7:-30.911548 8:-13.806004 9:-8.302522 10:-6.129032 11:-8.215701 12:-13.317685 13:-19.920589 14:-9.756093 15:-5.423721 16:-6.593793 17:-3.540389 18:2.036390 19:9.645630 20:2.677886 21:5.532838 22:14.889950 23:14.929843 24:18.074289 25:15.796078 26:8.327110 27:5.695832 28:-9.362283 29:-14.863491 30:-11.477674 31:-8.704246 32:2.274670 33:4.804502 34:4.842895 35:1.167752 36:-3.919270 37:-4.767095 38:-1.583220 39:7.778612 40:8.162913 
3 1:2401.622712 2:47.751765 3:16.897031 4:7.793498 5:-12.667362 6:-14.186187 7:-17.621291 8:-14.132324 9:-16.257441 10:6.316072 11:-14.550754 12:-2.808010 13:-7.038107 14:-12.967176 15:-16.518946 16:0.306736 17:-1.646193 18:9.878881 19:2.563432 20:2.072320 21:16.055763 22:15.418025 23:18.646223 24:19.626100 25:17.355600 26:5.464007 27:-1.201637 28:-10.396491 29:-17.433576 30:-6.533053 31:-1.369013 32:3.917999 33:12.614025 34:8.009604 35:-3.595487 36:-4.781605 37:-7.598187 38:-1.206816 39:9.053901 40:9.767850 
15 1:2368.028932 2:72.261087 3:-7.703112 4:-25.626700 5:-24.633502 6:-19.671189 7:-27.301310 8:-8.618797 9:-16.744921 10:-9.323885 11:10.808007 12:-10.002256 13:-21.244716 14:-13.842216 15:-3.564959 16:5.121432 17:12.300741 18:8.915376 19:-1.163446 20:3.501024 21:7.037106 22:17.921649 23:11.069776 24:10.847506 25:26.499809 26:12.885089 27:-4.083458 28:-8.205814 29:-13.761139 30:-17.306506 31:-8.233678 32:0.087849 33:4.313156 34:9.265373 35:2.975432 36:-10.983168 37:-16.919587 38:-1.031309 39:10.340294 40:9.793585 
14 1:2373.363523 2:69.449233 3:-26.856743 4:-29.089352 5:-27.057688 6:-14.764731 7:0.630605 8:8.658327 9:-17.516474 10:-20.348998 11:-10.472196 12:-17.264007 13:-26.500529 14:-19.977319 15:-20.665852 16:-1.886176 17:11.803079 18:15.899507 19:9.079261 20:0.196904 21:-3.995033 22:7.316142 23:9.567240 24:12.891331 25:14.292012 26:9.991130 27:-1.425991 28:-1.653455 29:1.178484 30:-13.508360 31:-11.821427 32:-3.182487 33:-1.988313 34:-3.121590 35:1.139527 36:7.421387 37:4.959837 38:-3.284046 39:-4.394131 40:-4.467551 
12 1:2410.456510 2:79.609295 3:-5.055435 4:-21.524004 5:-16.361275 6:-14.677859 7:-22.142383 8:-17.569442 9:-11.036955 10:-2.123530 11:-10.362027 12:-29.248128 13:-28.154255 14:-5.074732 15:-7.906167 16:-1.852265 17:3.526677 18:11.186854 19:0.161665 20:2.755678 21:5.301637 22:10.979710 23:10.697049 24:21.517670 25:15.980468 26:8.182869 27:-1.182130 28:-9.797830 29:-17.707547 30:-16.487446 31:-13.252717 32:-10.682009 33:4.062804 34:7.228735 35:-1.298032 36:-7.214532 37:-8.335959 38:-1.873150 39:0.714571 40:4.037744 
9 1:2375.565982 2:41.537451 3:-2.237044 4:1.540288 5:-20.820437 6:-23.696020 7:-24.865179 8:-14.900276 9:-19.435904 10:-15.187068 11:-8.642810 12:-11.193564 13:-17.073612 14:-16.389891 15:-9.574779 16:-4.669860 17:5.034094 18:-0.591923 19:3.782013 20:5.825686 21:6.950749 22:20.729234 23:27.475147 24:33.636171 25:26.407573 26:16.205535 27:0.180121 28:-14.552181 29:-20.388792 30:-22.085511 31:-16.129974 32:-2.168273 33:4.776075 34:8.392805 35:7.994147 36:-0.630573 37:-1.370002 38:-2.537837 39:3.112804 40:2.923374 
23 1:2432.183582 2:-10.714146 3:46.479106 4:-23.257994 5:1.791288 6:-31.976488 7:-29.039090 8:-12.919862 9:-24.145834 10:0.437560 11:-14.593278 12:-11.500779 13:-9.223834 14:-4.460360 15:-10.335476 16:-2.274979 17:0.771328 18:-0.700859 19:2.115288 20:3.759763 21:0.978155 22:16.554940 23:22.368897 24:23.011844 25:16.359111 26:8.104512 27:-1.002768 28:-12.509921 29:-15.455919 30:-17.818957 31:-14.714436 32:-7.776379 33:1.890303 34:1.539301 35:-0.038844 36:-5.742751 37:-6.684981 38:-2.010457 39:-4.062139 40:0.569689 
16 1:2442.875247 2:49.447943 3:-50.328990 4:-36.470499 5:-20.983282 6:-1.610435 7:1.876909 8:-13.309687 9:-22.190780 10:-10.725973 11:-12.672357 12:-14.222052 13:-26.103922 14:-10.663232 15:-5.915031 16:2.559922 17:6.482764 18:13.801797 19:18.125903 20:13.804351 21:15.918783 22:12.469919 23:16.117654 24:19.119182 25:15.554740 26:2.591349 27:-4.082869 28:-10.235741 29:-15.939279 30:-13.165224 31:-9.281662 32:0.543224 33:2.287185 34:2.836362 35:-0.889716 36:-6.944887 37:-6.248751 38:-2.115557 39:3.710121 40:7.980307 
5 1:2374.136472 2:60.869551 3:-6.970906 4:-12.914728 5:-15.704522 6:-28.614314 7:-19.817112 8:-21.865367 9:-26.378465 10:3.229127 11:8.106481 12:-12.408362 13:-24.282732 14:-19.997560 15:1.593484 16:10.593661 17:5.352358 18:-0.194648 19:5.922722 20:5.010732 21:6.303766 22:13.019862 23:15.076425 24:24.014531 25:23.117564 26:7.717802 27:-2.424497 28:-12.311722 29:-19.620794 30:-15.797399 31:-3.710200 32:0.810438 33:2.664972 34:7.101947 35:4.537849 36:-7.755461 37:-14.859348 38:-5.019306 39:7.503003 40:8.842916 
15 1:2345.718292 2:85.196755 3:-16.865284 4:-22.807563 5:-24.548299 6:-22.608683 7:-22.978105 8:-9.856837 9:-14.695633 10:-8.693632 11:7.846063 12:-7.510128 13:-24.796241 14:-11.177798 15:-2.947189 16:4.802406 17:13.885199 18:6.532833 19:-0.811492 20:3.626210 21:6.326953 22:18.970566 23:11.056997 24:9.258291 25:24.686424 26:10.363162 27:-5.252038 28:-9.614003 29:-14.372855 30:-18.173599 31:-11.464857 32:-1.754987 33:1.435943 34:8.896630 35:1.413684 36:-10.526667 37:-18.554778 38:-1.985306 39:8.538679 40:8.806660 
17 1:2401.187929 2:89.785762 3:-17.282840 4:-9.257522 5:-13.423192 6:-23.912149 7:-31.431685 8:-10.368226 9:-10.410129 10:-4.394554 11:-7.782734 12:-14.114447 13:-19.111103 14:-11.011752 15:-5.743489 16:-4.803695 17:-6.412412 18:5.231243 19:7.790980 20:3.523618 21:4.617282 22:15.324365 23:14.050186 24:17.839697 25:15.533382 26:7.204559 27:5.673163 28:-10.859886 29:-15.751966 30:-12.832068 31:-8.533117 32:1.274049 33:5.758077 34:4.963017 35:0.942728 36:-4.589307 37:-5.797682 38:-2.286863 39:7.716025 40:8.179176 
